probe,log2FC,pval,padj,-log10padj,significance
ILMN_16351,-5.836739971140446,0.9077586415032562,0.9507438457204875,0.02193647714781082,Not significant
ILMN_137378,-4.378165945165847,0.9093008439965207,0.9516325970510446,0.021530690135263823,Not significant
ILMN_14952,8.979155555555508,0.9102739574044714,0.9520703642255625,0.021330953227279893,Not significant
ILMN_27701,4.490410966810487,0.9101799559149052,0.9520703642255625,0.021330953227279893,Not significant
ILMN_22246,-15.028055699855713,0.9101402047737056,0.9520703642255625,0.021330953227279893,Not significant
ILMN_21065,-5.991132467532225,0.9104795499784808,0.952091960855011,0.021321101864426963,Not significant
ILMN_18483,-6.97881616161601,0.9116005609202202,0.9530706108077364,0.02087492229120959,Not significant
ILMN_26722,41.3218075036084,0.9118335317591648,0.9531206135017625,0.020852137699796224,Not significant
ILMN_11830,5.3680937950935,0.9131709166810658,0.9533698484412632,0.020738587318401766,Not significant
ILMN_21543,11.57408542568578,0.9131831240605806,0.9533698484412632,0.020738587318401766,Not significant
ILMN_5543,-28.402089754689996,0.9129161002903525,0.9533698484412632,0.020738587318401766,Not significant
ILMN_25649,-5.369083694083713,0.9122844200500991,0.9533698484412632,0.020738587318401766,Not significant
ILMN_26787,41.759078210678126,0.9125811348683842,0.9533698484412632,0.020738587318401766,Not significant
ILMN_14701,17.593343145742438,0.9126828552216961,0.9533698484412632,0.020738587318401766,Not significant
ILMN_29529,13.327768831168214,0.9145935737286743,0.9542693304735962,0.020329033859360798,Not significant
ILMN_16347,16.2881497835524,0.914294094052378,0.9542693304735962,0.020329033859360798,Not significant
ILMN_1321,5.178985569985571,0.9146007918719353,0.9542693304735962,0.020329033859360798,Not significant
ILMN_28711,-5.218750072150442,0.9156304260249744,0.9545080236516651,0.020220416549521506,Not significant
ILMN_3292,35.21598124097818,0.9154347007183441,0.9545080236516651,0.020220416549521506,Not significant
ILMN_11954,10.54913823953757,0.9158644332214273,0.9545080236516651,0.020220416549521506,Not significant
ILMN_138970,-35.54742193362654,0.9154108078997014,0.9545080236516651,0.020220416549521506,Not significant
ILMN_29081,11.858174025973995,0.9159420428980625,0.9545080236516651,0.020220416549521506,Not significant
ILMN_7415,4.589896681096434,0.9150874149262522,0.9545080236516651,0.020220416549521506,Not significant
ILMN_19969,5.4299561327561605,0.9167001201604621,0.9551046789285689,0.01994902737993766,Not significant
ILMN_561,-14.727172582971889,0.9171638663488657,0.9552012105935588,0.019905135802468648,Not significant
ILMN_22183,-30.17864675324472,0.9170447527679366,0.9552012105935588,0.019905135802468648,Not significant
ILMN_16021,19.678716883116294,0.917619637917152,0.9554825841418888,0.019777224548274398,Not significant
ILMN_29373,7.144248484848504,0.9182929049370006,0.9559437534231167,0.01956766033540295,Not significant
ILMN_18718,-6.3399301587301125,0.9184339169445872,0.9559437534231167,0.01956766033540295,Not significant
ILMN_23108,-15.472687445887459,0.919397859020217,0.9566023646266868,0.019268549929607047,Not significant
ILMN_18802,-10.814794227994184,0.919438325596901,0.9566023646266868,0.019268549929607047,Not significant
ILMN_6566,-4.276408080807869,0.9200661963769006,0.9566755764387567,0.019235313267724145,Not significant
ILMN_7280,7.442669552669599,0.9197586889739024,0.9566755764387567,0.019235313267724145,Not significant
ILMN_5550,42.85082106781738,0.920045864323173,0.9566755764387567,0.019235313267724145,Not significant
ILMN_2256,67.7834193362205,0.9203353282127384,0.9567621707672006,0.019196004500989603,Not significant
ILMN_13972,-19.15046839826846,0.9207126954391984,0.9569612267557023,0.019105658197213687,Not significant
ILMN_8809,5.224830303030558,0.921020954228237,0.957088387639678,0.019047953036500524,Not significant
ILMN_3336,9.24669119768987,0.9216751452288034,0.9573816883853672,0.01891488342315668,Not significant
ILMN_137904,20.16119134199124,0.9215734554745615,0.9573816883853672,0.01891488342315668,Not significant
ILMN_9649,7.102949783549775,0.921900511014919,0.9574226005053063,0.018896324964688325,Not significant
ILMN_14988,4.31929927849967,0.9226009837561562,0.957763634679712,0.018741656704307903,Not significant
ILMN_19637,4.598846176046379,0.922458800485661,0.957763634679712,0.018741656704307903,Not significant
ILMN_10548,5.948407792208172,0.9231124940268886,0.9581014353327465,0.01858850921661403,Not significant
ILMN_28872,46.62223290043039,0.9233274514008585,0.9581313686376979,0.01857494106441495,Not significant
ILMN_17910,3.8905529581529663,0.923565600339727,0.9581853507756781,0.01855047314174344,Not significant
